model_version,q,n,rounds,reputation_value_eth_per_unit,mean_money_honest_minus_abstain_eth,mean_reputation_honest_minus_abstain,mean_utility_honest_minus_abstain_eth,utility_ci95_low_eth,utility_ci95_high_eth,reps
stake-vote-econ-v2.0.0,0.7,15,20,0.0,0.038404095904096,10.8,0.038404095904096,-0.3037662013097299,0.3805743931179219,200
stake-vote-econ-v2.0.0,0.7,15,20,0.01,0.038404095904096,10.8,0.14640409590409598,-0.19805858455969427,0.4908667763678862,200
stake-vote-econ-v2.0.0,0.7,15,20,0.05,0.038404095904096,10.8,0.578404095904096,0.22464319369802527,0.9321649981101667,200
stake-vote-econ-v2.0.0,0.7,15,20,0.1,0.038404095904096,10.8,1.1184040959040962,0.7527493756579599,1.4840588161502324,200
